"Number","Name","Short Name","Level","Desc 1","Desc 2","Cast MSG A","Cast MSG B","MSG Style","Energy","Mana","Min","Max","Spell Type","Type of Resists","Difficulty","Target","Duration","Attack Type","Resist Ability","Magery A","Magery B","Level Cap","LVLS Max Increase","Max Increase","LVLS Min Increase","Min Increase","LVLS Dur Increase","Dur Increase","UNDEFINED01","UNDEFINED02","Ability 0","Ability Value 0","Ability 1","Ability Value 1","Ability 2","Ability Value 2","Ability 3","Ability Value 3","Ability 4","Ability Value 4","Ability 5","Ability Value 5","Ability 6","Ability Value 6","Ability 7","Ability Value 7","Ability 8","Ability Value 8","Ability 9","Ability Value 9"
683,"desert spell",,0,,,0,66,0,0,0,0,0,3,0,100,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2653,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,"desert spell 2",,0,,,0,0,0,0,0,0,0,3,0,100,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2658,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,"timer",,0,,,0,1954,0,0,0,0,0,3,0,100,1,80,4,0,0,0,0,0,0,0,0,0,0,0,0,151,686,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,"pyramid 1 teleport",,0,,,0,66,0,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,"pyramid 1 exit",,0,,,0,66,0,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,153,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,"fire pit damage",,0,,,0,1964,1,0,0,5,20,3,0,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,151,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,"level 1 fall",,0,,,0,1965,1,0,0,5,10,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,"pyramid 2 random",,0,,,0,66,1,0,0,0,0,3,0,100,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,"cleanup",,0,,,0,66,0,0,0,1239,1278,3,0,100,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,157,0,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,"cleanup 2",,0,,,0,66,0,0,0,1239,1278,3,0,100,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2519,157,0,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,"darts",,0,,,0,1974,1,0,0,10,30,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,151,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,"dart poison",,0,,,0,1869,1,0,0,10,10,3,0,100,1,150,6,0,0,0,0,0,0,0,0,0,0,0,0,19,0,115,8575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,"crossbow bolts",,0,,,0,1975,1,0,0,20,50,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,"scything blade",,0,,,0,1976,1,0,0,25,75,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,"flame blast",,0,,,0,1977,1,0,0,40,100,3,0,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,"crushing blocks",,0,,,0,1978,1,0,0,50,150,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,"pyramid 3 random",,0,,,0,66,0,0,0,0,0,3,0,100,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2528,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,"cleanup 3",,0,,,0,66,0,0,0,1239,1278,3,0,100,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2528,157,0,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,"pyramid 4 arch pass",,0,,,0,66,0,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,"pyramid 4 arch fail",,0,,,0,2012,0,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,"fruit",,0,,,0,66,0,0,0,0,0,3,0,100,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,151,704,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,"poison",,0,,,0,1997,0,0,0,30,30,3,0,100,1,5000,6,0,0,0,0,0,0,0,0,0,0,0,0,19,0,115,8575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,"rakshasha",,0,,,0,66,0,0,0,564,564,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,"forked lightning","fork",35,"Twin bolts of lightning leap out to fry the","target!",0,2000,1,500,10,40,0,0,0,-75,8,0,3,0,1,3,50,1,5,5,1,0,0,0,0,17,0,120,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,"level 2 fall",,0,,,0,1965,1,0,0,15,30,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,"level 3 fall",,0,,,0,1965,1,0,0,35,70,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,"level 4 fall",,0,,,0,1965,1,0,0,75,150,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,"level 5 fall",,0,,,0,1965,1,0,0,155,310,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,"waterskin",,0,,,0,2013,0,0,0,0,0,3,0,100,1,600,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,"desert damage",,0,,,0,2015,0,0,0,5,20,3,0,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,"desert sandstorm",,0,,,1,2024,0,0,0,1055,1084,3,0,100,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,140,0,141,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,"sinkhole",,0,,,0,2025,0,0,0,1279,1520,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,140,0,141,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,"whirlwind",,0,,,0,2032,0,0,0,8,26,0,0,100,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,"elemental fury","fury",35,"This spell wreaks elemental havok on the foe!",,0,2038,1,250,5,30,15,0,0,-70,8,0,2,0,3,2,50,1,2,0,0,0,0,0,0,17,0,120,2037,151,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,"elemental lightning",,35,"part 2 of elemental fury.",,0,2039,1,250,5,30,15,0,0,-70,8,0,3,0,3,2,50,1,2,0,0,0,0,0,0,17,0,151,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,"elemental fire",,35,"part 3 of elemental fury.",,0,2040,1,250,5,30,15,0,0,-70,8,0,1,0,3,2,50,1,2,0,0,0,0,0,0,17,0,151,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,"elemental ice",,35,"part 4 of elemental fury.",,0,2041,1,250,5,30,15,0,0,-70,8,0,0,0,3,2,50,1,2,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,"soulstrike","soul",35,"A good combat spell for Priests.",,0,2043,1,1000,20,90,-30,0,0,-70,8,0,4,0,2,3,50,1,8,0,0,0,0,0,0,17,0,120,2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,"spits a stream of acid",,0,,,0,2049,0,0,0,12,50,0,0,100,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,"devour",,0,,,0,66,0,0,0,0,0,3,0,100,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,"stomach bile",,0,,,0,2054,1,0,0,10,20,0,0,100,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,"spit out temp",,0,,,0,66,0,0,0,0,0,3,0,100,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,151,731,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,"hydra head",,0,,,0,66,0,0,0,590,590,0,0,100,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,"pharaoh death temp",,0,,,0,66,0,0,0,0,0,3,0,100,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,151,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,"pharaoh death",,0,,,0,66,0,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,"pharaoh aging",,0,,,0,66,0,0,0,5,5,3,0,100,1,999,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,"portal creation spell",,0,,,0,66,0,0,0,5,5,3,0,100,1,999,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,"spit up",,0,,,0,66,0,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,"pyramid 1 exit temp",,0,,,0,66,0,0,0,0,0,3,0,100,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,151,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,"out archway check",,0,,,0,66,0,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,"out archway temp",,0,,,0,66,0,0,0,0,0,3,0,100,1,9999,4,0,0,0,0,0,0,0,0,0,0,0,0,13,1,13,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,"in archway check",,0,,,0,66,0,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,"remove archway temp",,0,,,0,66,0,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,122,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,"crescent moon staff",,30,,,1,2077,1,1000,0,0,0,3,0,100,2,0,4,0,2,3,40,1,3,1,1,0,0,0,0,18,0,120,2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,"rainbow stone",,25,,,1,2080,1,0,0,0,0,3,0,100,1,0,4,0,0,3,50,1,1,1,1,0,0,0,0,150,0,120,2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,"dao death temp",,0,,,0,66,0,0,0,0,0,3,0,100,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,151,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,"dao death",,0,,,0,66,0,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,"dao scatter",,0,,,0,66,0,0,0,335,335,3,0,100,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,157,0,148,2692,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,"desert sandstorm temp",,0,,,0,66,0,0,0,0,0,3,0,100,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,151,1387,0,0,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,"annointed hands","anno",10,"You imbue your hands with holy power, healing your","friend of some of their damage.",1,127,1,0,1,2,0,3,1,-5,0,0,4,0,2,2,15,1,1,0,0,0,0,0,0,18,0,0,1,120,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,"sunstone bracelet",,0,,,1,66,1,0,0,71,71,3,0,100,1,9000,4,0,0,0,0,0,0,0,0,0,0,0,0,124,71,0,1,0,2093,115,2095,0,1,0,17,0,60,0,0,0,0,0,0
746,"increase HP",,0,,,0,7,0,0,0,25,25,3,0,100,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,"allow healing",,0,,,0,7,0,0,0,13,13,3,0,100,2,30,4,0,0,0,0,0,0,0,0,0,0,0,0,160,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,"chaos surge","chsu",47,"This spell enhances your link to chaotic energy,","regenerating your mana, for a physical price.",1,3429,0,0,0,-1,0,3,0,-110,1,80,4,0,1,3,60,10,1,15,1,0,0,0,0,150,0,123,-150,7,-50,36,20,122,406,120,570,115,3430,72,5,137,1446,0,0
749,"eldritch fury","elfu",47,"This spell summons a wave of eldritch bolts,","pummeling your foe with magical fury!",1,3431,1,200,8,40,10,0,0,-115,8,0,4,0,1,3,60,1,2,0,0,0,0,0,0,17,0,120,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,"wizard knock","knok",17,"This spell uses chaotic forces to blow open a","closed door in the room!",1,3325,0,500,25,100,100,3,0,0,11,0,0,0,1,3,0,0,0,0,0,0,0,0,0,161,0,120,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,"demon explosion",,0,,,1,409,0,0,0,100,200,3,0,100,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,"explosion",,0,,,1,3109,0,0,0,100,250,3,0,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,141,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,"silver river",,0,,,0,0,0,0,0,0,0,3,0,100,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2750,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,"battered",,0,,,0,2097,1,0,0,10,20,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,"island landing",,0,,,0,66,0,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,2753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,"pastor box",,0,,,1,66,0,0,0,9630,9630,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,"break",,0,,,1,3194,0,1000,0,10,20,0,0,100,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,"flame altar",,0,,,1,1964,1,0,0,0,0,3,0,100,1,0,1,0,0,0,0,1,3,1,2,0,0,0,0,1,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,"dark blessing",,0,,,1,66,0,0,0,0,0,3,0,100,1,10,4,0,0,0,0,10,1,10,1,0,0,0,0,4,0,18,0,58,0,150,0,115,8539,0,0,0,0,0,0,0,0,0,0
760,"wasp poison",,0,"poison for wasp sting.",,1,8449,0,0,0,12,20,1,0,100,8,100,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,115,8575,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,"spider poison",,0,"poison for spider bite.",,1,8449,0,0,0,12,20,1,0,100,8,100,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,115,8575,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,"net",,0,"Entangle for second combats for taslois",,1,2468,0,0,0,1,1,0,2,100,8,6,4,2,0,0,0,0,0,0,0,0,0,0,0,74,0,1,2,2,-5,115,2119,144,0,22,-10,34,-10,58,-5,0,-5,0,0
763,"voodoo stab",,0,"spell for tasloi shaman - stab voodoo doll",,1,2168,1,0,0,5,10,0,0,0,8,0,4,0,0,0,0,1,3,1,1,0,0,0,0,17,0,144,0,120,2169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,"splinterstorm",,0,"Spell for hill giant shamans",,1,2146,0,0,0,55,125,0,0,100,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,"massive boulder",,0,"summon boulder for stone giants",,1,2147,0,0,0,0,0,3,0,100,8,0,2,1,0,0,0,1,4,1,1,0,0,0,0,1,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,"flesh-eating gas",,0,,,1,2148,0,0,0,90,290,0,0,100,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,"grabs and smashes",,0,,,1,2149,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,1,5,1,2,0,0,0,0,1,0,144,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,"burning maw",,0,,,1,2150,0,0,0,90,130,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,"petrification",,0,"for cockatrice",,1,1051,1,0,0,100,100,3,2,0,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,71,0,101,1048,115,1049,144,1,34,-100,36,100,28,10,7,500,2,100,1,5
770,"giant skeleton shriek",,0,,,1,1197,0,1000,0,5,12,3,0,100,12,5,4,0,0,0,0,0,0,0,0,0,0,0,0,74,0,144,0,115,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,"blizzard","bliz",40,"This spell summons freezing hail of the Northwind","to smash your foes!",1,2151,1,1000,45,80,50,0,0,-75,12,0,0,0,1,2,52,1,5,0,0,0,0,0,0,17,0,120,631,151,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,"hail of stones",,0,"stonehail for stone giant shamans",,1,2152,0,0,0,10,0,0,0,100,12,0,2,0,0,0,0,1,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,"stormcrown",,40,"stormcrown spell",,1,2000,1,500,0,40,200,3,0,100,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,52,0,120,2154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,"thunderstun",,45,"stun for thunderclap",,1,2155,1,1,0,60,50,3,0,200,12,3,4,0,3,3,60,1,1,0,0,15,1,0,0,71,0,52,0,101,56,115,57,0,0,0,0,0,0,0,0,0,0,0,0
775,"thunderclap","thdr",45,"This spell summons a massive thunderclap to blast","your foes.",1,2156,1,999,75,40,190,0,0,-125,12,0,3,0,3,3,52,1,2,0,0,0,0,0,0,17,0,120,631,164,25,151,774,0,0,0,0,0,0,0,0,0,0,0,0
776,"silver rapier",,0,"spell for silver rapier",,1,2167,0,0,0,100,100,3,0,0,8,2,4,0,0,0,40,0,0,0,0,0,0,0,0,107,0,108,0,2,-5,115,0,22,-8,0,0,0,0,0,0,0,0,0,0
777,"voodoo stun",,0,"spell for tasloi shaman - stun",,1,2170,1,0,0,100,100,0,0,0,12,2,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,144,0,101,56,71,0,115,57,0,0,0,0,0,0,0,0,0,0
778,"platinum mace",,0,"Spell for platinum mace",,1,2557,32,0,0,1,20,3,0,0,1,0,4,0,0,0,0,2,1,0,0,0,0,0,3,18,0,0,0,0,2172,0,8224,0,8224,0,8224,0,8224,0,8224,0,8224,0,32
779,"witchwood spear",,0,"spell for witchwood spear",,1,2173,1,0,0,100,100,3,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,1,0,52,0,0,2173,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,"black flail",,0,"spell for black flail",,1,2174,0,0,0,0,10,3,0,0,1,30,4,0,0,0,20,2,1,2,1,0,0,0,0,36,0,0,2174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,"shock",,0,"shock for eel",,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,"burning maw",,0,"burning maw spell",,1,2180,0,0,0,90,130,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,"summon storm giant",,0,"summon storm giant",,1,66,0,0,0,1,1,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,638,12,638,0,638,0,638,0,638,0,636,0,636,0,0,0,0,0,0
785,"summon stone giant",,0,"summon stone giant",,1,66,0,0,0,1,1,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,640,12,640,12,640,12,641,12,641,12,641,0,0,0,0,0,0,0,0
786,"stormcrown thunderstun",,0,"thunderstun for stormcrown",,1,2155,1,500,0,100,100,3,0,0,12,2,3,0,0,0,52,0,0,0,0,20,1,120,0,71,0,144,0,101,56,115,57,0,0,0,0,0,0,0,0,0,0,0,0
787,"sucks the life",,0,"special attack spell for blackwood staff",,1,2223,0,0,0,4,20,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,"skull-beam",,0,"spell for skull-capped staff",,1,2224,1,1000,0,15,90,0,0,100,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,120,2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,"lightning shot",,0,"spell for stormmetal bracers",,1,2226,1,1000,0,45,80,0,0,100,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,120,2227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,"combust",,0,"combust spell for pyrotrice",,1,2228,1,0,0,40,100,0,1,100,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,120,2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,"tonfa spell",,0,"This is the shatter spell for the tonfa.",,1,66,0,0,0,1,1,3,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,"song of the elements","elem",40,"This song protects your party from the elements.",,1,556,0,0,16,15,15,3,0,-55,13,50,4,0,4,0,0,0,0,0,0,0,0,0,0,5,0,3,15,66,15,115,2304,122,28,122,29,122,9,122,6,122,32,122,1013
794,"dae asp poison 3",,0,"Dae Asp Poison 3",,1,8448,1,0,0,125,125,3,0,0,0,100,4,0,0,0,0,0,0,0,0,0,0,0,0,87,0,115,2543,144,0,68,300,0,0,0,0,0,0,0,0,0,0,0,0
795,"constriction",,0,"Constrictor Constriction",,1,2270,1,0,0,25,25,3,0,100,0,1500,4,0,0,0,0,0,0,0,0,0,0,0,0,71,0,74,1,144,0,115,2269,101,2641,0,0,0,0,0,0,0,0,0,0
796,"constrictor off",,0,"Constrictor Constriction goes away",,1,66,0,0,0,795,795,3,0,200,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,122,0,144,0,122,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,"dae asp poison 1",,0,"Dae Asp Poison 1",,1,8448,1,0,0,12,20,1,0,0,0,100,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,115,8575,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,"dae asp poison 2",,0,"Dae Asp Poison 2",,1,8448,1,0,0,-30,-10,3,0,0,0,100,4,0,0,0,0,0,0,0,0,0,0,0,0,96,0,115,2543,144,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
799,"wing cut",,0,"Bloodhawk wing cut",,1,66,0,0,0,10,10,0,0,100,8,12,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,108,0,144,0,115,2271,0,0,0,0,0,0,0,0,0,0,0,0
800,"gorilla summon",,0,"Summon",,1,66,0,0,0,1,1,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,659,12,659,12,659,12,659,144,0,0,0,0,0,0,0,0,0,0,0
801,"song of battle","batt",40,"This spell imbues the party with a blood-pounding","battle rage!",1,2295,0,0,20,1,1,3,0,-95,13,30,4,0,4,0,40,10,1,10,1,0,0,0,0,34,0,58,0,7,10,0,-10,0,-5,115,2296,0,10,122,345,122,346,0,0
802,"magma blast","magm",45,"This spell conjures a massive blast of superheated","magma to atomize your foe!",1,2324,0,166,5,3,6,0,0,-110,8,0,1,0,1,3,55,1,2,2,1,0,0,0,0,17,0,0,5,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,"song of soothing","soot",35,"This song relaxes your body into a meditative","state, allowing you to heal faster.",1,2302,0,0,18,75,75,3,1,-85,13,20,4,0,4,0,55,0,0,0,0,5,1,0,0,123,75,115,2298,145,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,"merciful grace","mgra",40,"Using this spell you call upon the merciful grace","of your deity to heal a friend and cure ailments.",1,7,0,0,35,-25,25,3,0,-90,2,0,4,0,2,3,55,1,3,1,2,0,0,0,0,18,0,20,100,120,2351,73,107,0,107,0,59,0,256,0,396,0,218,0,0
805,"acid tempest","atem",40,"This spell summons a massive tempest of acid to","batter your foes and eat at their flesh!",1,2300,1,1000,65,80,20,0,2,-80,12,0,5,0,3,3,55,1,7,5,2,0,0,0,0,17,0,120,2305,151,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,"grall bite",,0,"grall bite",,1,2306,1,0,0,-150,-50,3,0,100,0,60,4,0,0,0,0,0,0,0,0,0,0,0,0,145,0,115,2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,"grall claw",,0,"grall claw",,1,2308,1,0,0,-15,-2,3,0,100,0,60,4,0,0,0,0,0,0,0,0,0,0,0,0,145,0,115,2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
