"number","part","linkTo","data"
4684,18,0,"giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:
giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem Ƚ'7532"
4684,19,0,"20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveiȽ'7532"
4684,20,0,"iveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem Ƚ'7532"
4684,21,0,"tem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:gȽ'7532"
4684,22,0,"20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveiȽ'7532"
4684,23,0,"iveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem Ƚ'7532"
4684,24,0,"tem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:giveitem 20:
giveitem 1:giveitem 1:
giveitem 2:giveitem 2:giveitem 2:giveitem 2:
giveitem 3:giveitem 3:giveitem 3:giveitem 3:giveitem 3:giveitem 3:giveitem 3:giveitem 3:
giveitem 4:giveitem 4:giveitem 4:giveitem 4:giveitem 4:giveitem 4:giveitem 4:giveitem 4:giveitem 4:giveitem 4:giveitem 4:giveitem 4:giveitem 4:giveitem 4:giveitem 4:giveitem 4:
giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:giveitem 5:
giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveiȽ'7532"
4684,25,0,"item 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:giveitem 6:
giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:giveitem 7:
Ƚ'7532"
4684,26,0,"giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitemȽ'7532"
4684,27,0,"tem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:giveitem 8:
giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitemȽ'7532"
4684,28,0," 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveitem 9:giveiȽ'7532"
