"Number","Name","Group","Index","Weapon Number","AC","DR","Follow","MR","Experience","Hit Points","HP Regen","Energy","Game Limit","Charm LvL","Charm RES","BS Defense","Active","Type","Undead","Alignment","Gender","Regen Time","Date Killed","Time Killed","Runic","Platinum","Gold","Silver","Copper","Move Msg","Death Msg","Greet Txt","Desc Txt","Talk Txt","Death Spell","Create Spell","Desc 1","Desc 2","Desc 3","Desc 4","Attack Type 0","Attack Accu/Spell 0","Attack % 0","Attack Min Hit/Cast % 0","Attack Max Hit/Cast LVL 0","Attack Hit Msg 0","Attack Dodge Msg 0","Attack Miss Msg 0","Attack Energy 0","Attack Hit Spell 0","Spell Number 0","Spell Cast % 0","Spell Cast LVL 0","Attack Type 1","Attack Accu/Spell 1","Attack % 1","Attack Min Hit/Cast % 1","Attack Max Hit/Cast LVL 1","Attack Hit Msg 1","Attack Dodge Msg 1","Attack Miss Msg 1","Attack Energy 1","Attack Hit Spell 1","Spell Number 1","Spell Cast % 1","Spell Cast LVL 1","Attack Type 2","Attack Accu/Spell 2","Attack % 2","Attack Min Hit/Cast % 2","Attack Max Hit/Cast LVL 2","Attack Hit Msg 2","Attack Dodge Msg 2","Attack Miss Msg 2","Attack Energy 2","Attack Hit Spell 2","Spell Number 2","Spell Cast % 2","Spell Cast LVL 2","Attack Type 3","Attack Accu/Spell 3","Attack % 3","Attack Min Hit/Cast % 3","Attack Max Hit/Cast LVL 3","Attack Hit Msg 3","Attack Dodge Msg 3","Attack Miss Msg 3","Attack Energy 3","Attack Hit Spell 3","Spell Number 3","Spell Cast % 3","Spell Cast LVL 3","Attack Type 4","Attack Accu/Spell 4","Attack % 4","Attack Min Hit/Cast % 4","Attack Max Hit/Cast LVL 4","Attack Hit Msg 4","Attack Dodge Msg 4","Attack Miss Msg 4","Attack Energy 4","Attack Hit Spell 4","Spell Number 4","Spell Cast % 4","Spell Cast LVL 4","Item Number 0","Item Uses 0","Item Drop % 0","Item Number 1","Item Uses 1","Item Drop % 1","Item Number 2","Item Uses 2","Item Drop % 2","Item Number 3","Item Uses 3","Item Drop % 3","Item Number 4","Item Uses 4","Item Drop % 4","Item Number 5","Item Uses 5","Item Drop % 5","Item Number 6","Item Uses 6","Item Drop % 6","Item Number 7","Item Uses 7","Item Drop % 7","Item Number 8","Item Uses 8","Item Drop % 8","Item Number 9","Item Uses 9","Item Drop % 9","Ability 0","Ability Value 0","Ability 1","Ability Value 1","Ability 2","Ability Value 2","Ability 3","Ability Value 3","Ability 4","Ability Value 4","Ability 5","Ability Value 5","Ability 6","Ability Value 6","Ability 7","Ability Value 7","Ability 8","Ability Value 8","Ability 9","Ability Value 9"
551,"stone sphinx",2,9999,0,100,999,0,9989,0.00,9999,9999,1000,1,9999,999,100,0,3,0,3,0,0,0,0,0,0,0,0,0,66,66,2548,0,0,0,0,"This intimidating-looking creature has the body of a powerful lion,","and the head of a noble man. However, it is easily twice the normal","size, and seems to be made out of sandstone. The intelligent glitter","in its eyes is an obvious sign of life, and it watches you intently.",1,999,100,0,0,66,66,66,1000,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,"stone sphinx",2,9999,0,100,999,0,9989,0.00,9999,9999,1000,1,9999,999,100,0,3,0,3,0,0,0,0,0,0,0,0,0,66,66,2650,0,0,0,0,"This intimidating-looking creature has the body of a powerful lion,","and the head of a noble man. However, it is easily twice the normal","size, and seems to be made out of sandstone. The intelligent glitter","in its eyes is an obvious sign of life, and it watches you intently.",1,999,100,0,0,66,66,66,1000,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,"nekojin traveler",2,9999,0,50,2,80,55,725.00,150,15,1000,1,32,9999,15,0,0,0,0,0,1,0,0,0,0,15,0,0,709,1989,2554,2003,0,0,0,"This well-dressed creature greatly ressembles a bipedal cat, with","long tufted ears and beautiful oval eyes. It stands about five feet","tall, and sports a ferocious smile that is somewhat unsettling,","despite the creature's apparent good mood.",1,80,25,4,16,1989,715,716,333,0,0,0,0,1,90,50,5,20,717,718,719,500,0,0,0,0,1,88,75,6,36,720,721,722,1000,0,0,0,0,1,83,100,6,24,723,718,719,1000,318,0,0,0,1,0,0,0,0,714,715,716,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,3,-10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,"nekojin elder",2,9999,0,60,2,100,80,800.00,400,40,1000,1,999,9999,15,0,3,0,0,1,1,0,0,0,0,0,0,0,709,1989,2558,0,0,0,0,"This short, fierce Nekojin is garbed in simple white robes, and is","gnarled with age. Despite this, he has a piercing gaze and an aura of","power that is unmistakeable.",,1,140,25,8,30,1989,715,716,166,0,36,75,40,1,140,50,12,42,717,718,719,250,0,38,100,40,1,140,75,15,60,720,721,722,333,0,0,0,0,1,140,100,12,42,723,718,719,500,318,0,0,0,1,0,0,0,0,714,715,716,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,75,3,-10,5,10,28,1,146,556,0,0,0,0,0,0,0,0,0,0
555,"nekojin",20,1,0,50,2,80,55,725.00,150,15,1000,0,32,75,15,0,2,0,0,0,0,0,0,0,0,15,0,0,709,1989,2567,2003,0,0,0,"This well-dressed creature greatly ressembles a bipedal cat, with","long tufted ears and beautiful oval eyes. It stands about five feet","tall, and sports a ferocious smile that is somewhat unsettling,","despite the creature's apparent good mood.",1,83,25,4,16,1989,715,716,333,0,0,0,0,1,92,50,5,20,717,718,719,500,0,0,0,0,1,97,75,6,36,720,721,722,1000,0,0,0,0,1,100,100,6,24,723,718,719,1000,318,0,0,0,1,0,0,0,0,714,715,716,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,3,-10,5,10,146,556,0,0,0,0,0,0,0,0,0,0,0,0
556,"nekojin guardian",20,2,0,50,2,90,65,2600.00,250,25,1000,0,50,90,15,0,1,0,0,0,0,0,0,0,0,10,0,0,709,1989,2569,2003,0,0,0,"This well-dressed creature greatly ressembles a bipedal cat, with","long tufted ears and beautiful oval eyes. It is larger and more","powerfully-built than most, and has a deadly grace that is notable,","even for its race.",1,130,25,6,25,1989,715,716,250,0,0,0,0,1,130,50,8,32,717,718,719,333,0,0,0,0,1,130,75,8,48,720,721,722,500,0,0,0,0,1,130,100,8,32,723,718,719,500,318,0,0,0,1,0,0,0,0,714,715,716,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,50,3,-10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,"stronghold guard",20,15,72,40,2,80,55,750.00,180,18,1000,0,30,70,0,0,2,0,3,1,0,0,0,0,0,3,0,0,402,1991,2571,2003,0,0,0,"This grim-looking figure is garbed in worn leather armour, and a","long scimitar hangs in a sheath at his side. On constant alert for","Saracen raiders, he is very suspicious of outsiders.",,1,99,90,3,15,1991,8297,8310,333,0,0,0,0,1,99,100,12,50,8464,8297,8310,333,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,"guard sergeant",20,0,72,150,100,100,65,0.00,9999,9999,1000,1,999,999,0,0,3,0,3,1,1,0,0,0,0,0,0,0,66,1994,2573,0,0,0,0,"The sergeant of the stronghold guards is a large, clever brute who","enjoys nothing more than a good fight. He is garbed in heavy leather","armour, and wields a large scimitar.",,0,0,0,0,0,1994,8297,8310,250,0,0,0,0,0,0,0,0,0,8464,8297,8310,333,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,28,999,139,999,0,100,0,0,0,0,0,0,0,0,0,0,0,0
560,"Master Trader Tolgard",2,9999,0,100,0,0,90,0.00,9999,9999,0,1,999,9999,0,0,3,0,0,1,1,0,0,0,0,0,0,0,66,66,2577,0,0,0,0,"This hard, portly man sits at his desk going over records and","ledgers. Never one to mince words, he gets straight to the point in","a very un-traderlike way. It is he who controls this stronghold and","all its resources.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,999,139,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,"seeress",2,9999,0,100,0,0,90,0.00,9999,9999,0,1,9999,9999,0,0,3,0,0,2,1,0,0,0,0,0,0,0,66,66,2591,0,0,0,0,"This beautiful, elegant woman has strangely youthful features, that","belie the aura of knowing that she possesses. She is garbed in a","seductive, almost revealing gown, and uses dramatic makeup that only","accentuates her beauty.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,999,139,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,"beautiful woman",20,29,0,0,0,0,-10,0.00,1,0,0,0,999,9999,0,0,0,0,3,2,0,0,0,0,0,0,0,0,66,1996,2596,0,0,705,0,"This incredibly beautiful woman is a vision of perfection. She wears","long white robes, and has an expression of ultimate serenity and","happiness upon her face. She carries a bowl of delicious-looking","fruit about in her hands.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,"handsome man",20,29,0,0,0,0,-10,0.00,1,0,0,0,999,9999,0,0,0,0,3,1,0,0,0,0,0,0,0,0,66,1996,2596,0,0,705,0,"This incredibly handsome man is a vision of perfection. He wears long","white robes, and has an expression of ultimate serenity and happiness","upon his face. He carries a bowl of delicious-looking fruit in his","hands.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,"rakshasha",20,18,0,60,0,90,70,4000.00,300,30,1000,0,9999,9999,0,0,2,0,2,0,0,0,0,0,0,5,50,0,66,1998,2600,0,0,0,0,"This frightening creature stands nearly seven feet tall, and greatly","ressembles a bipedal tiger. It is garbed in expensive silk clothing","and fine jewelry. Rakshasha are masters of illusion and are powerful","wizards, and their hatred of other species knows no bounds.",1,120,70,10,40,1998,8308,8295,333,0,57,20,30,2,136,100,100,25,1,1,1,1000,0,7,40,30,0,59,0,100,30,1,1,1,1000,0,52,60,30,0,63,0,100,30,1,1,1,1000,0,63,80,30,0,0,0,0,0,0,0,0,0,0,59,100,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,139,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,"rakshasha rukh",20,19,0,70,0,95,80,8000.00,450,45,1000,0,9999,9999,0,0,1,0,2,0,0,0,0,0,0,25,0,0,66,1998,2600,0,0,0,0,"This frightening creature stands nearly seven feet tall, and greatly","ressembles a bipedal tiger. It is garbed in expensive silk clothing","and fine jewelry. Rakshasha Rukhs are the elite of the species, and","are much more powerful than the normal type.",1,125,60,20,60,1998,8308,8295,333,0,57,20,30,2,136,100,100,35,1,1,1,1000,0,7,40,30,0,59,80,100,30,1,1,1,666,0,52,60,30,0,63,100,100,30,1,1,1,666,0,63,80,30,0,0,0,0,0,0,0,0,0,0,59,100,30,1155,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,139,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,"rakshasha sage",20,9999,0,60,0,90,70,20000.00,300,30,1000,1,9999,9999,0,0,3,0,2,0,1,0,0,0,0,30,0,0,66,1998,2600,0,0,0,0,"This frightening creature stands nearly seven feet tall, and greatly","ressembles a bipedal tiger. It appears old and decrepit, and one of","its eyes is covered by a gilded leather patch. Ancient Rakshasha are","usually just as fierce as the young, as they have nothing to lose.",1,135,50,10,40,1998,8308,8295,800,0,57,20,30,2,285,100,100,30,1,1,1,250,0,7,40,30,0,0,0,0,0,0,0,0,0,0,52,60,30,0,0,0,0,0,0,0,0,0,0,59,80,30,0,0,0,0,0,0,0,0,0,0,63,100,30,1529,-1,1,2012,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,139,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,"rakshasha rajah",20,999,0,70,0,100,90,640000.00,1800,180,1000,1,9999,9999,0,0,1,0,2,1,24,0,0,0,25,1000,0,0,66,2001,2600,0,0,0,0,"This large, powerfully-built rakshasha's eyes burn with intensity.","He is clothed in the finest silks, and glittering jewelry literally","hangs off of him. The definition of opulent, the rakshasha lord is a","fearsome fighter and mage whose power is rarely challenged.",1,144,20,50,95,1998,8308,8295,600,0,57,25,100,2,706,50,100,40,1,1,1,500,0,256,65,100,2,288,100,100,40,1,1,1,1000,0,264,80,100,0,0,0,0,0,0,0,0,0,0,255,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,-1,25,1156,1,100,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,139,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,"withered old man",2,999,0,100,0,0,190,0.00,9999,9999,0,1,9999,9999,0,0,3,0,3,1,0,0,0,0,0,0,0,0,66,66,2613,0,0,0,0,"This crooked, cowering old man reeks strongly of alcohol. His skin","is heavily creased and wrinkled, and his eyes deeply sunken-- they","are strangely dead and lifeless. He is garbed in filthy clothing and","clutches a rancid wineskin. He mutters softly to himself.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,999,139,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,"saracen raider",20,13,72,45,3,80,60,1500.00,250,25,1000,0,40,100,0,0,2,0,2,1,0,0,0,0,0,10,0,0,2016,2017,2656,2000,0,0,0,"This tall, arrogant warrior is nothing more than a self-righteous","brigand. Barely believing in the extreme religion he follows, he is","a thug and murderer who lives simply to bring pain upon others. The","only law he lives by is the rule of greater strength.",1,105,95,5,18,2017,8297,8310,333,0,0,0,0,1,105,100,20,90,48,8297,8310,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,-1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,"saracen leader",20,13,72,60,4,90,70,4000.00,350,35,1000,0,60,125,0,0,1,0,2,1,0,0,0,0,0,5,250,0,2016,2017,2656,2000,0,0,0,"This tall, arrogant warrior is nothing more than a self-righteous","brigand. Barely believing in the extreme religion he follows, he is","a thug and murderer who lives simply to bring pain upon others. He","leads only because he is stronger or more ruthless than the others.",1,110,85,8,24,2017,8297,8310,250,0,0,0,0,1,110,100,40,80,48,8297,8310,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,"giant roc",20,7,0,65,4,75,80,600000.00,2000,150,1000,1,999,999,35,0,0,0,3,0,8,0,0,0,0,0,0,0,2026,2027,0,0,0,0,0,"This titanic creature ressembles a vulture, but of an incredible","size. Its wingspan must be at least a hundred feet wide, its beak as","long as a canoe and razor-sharp. Each talon is as long as a human is","tall. Luckily it is huge enough that it ignores most small folk.",1,200,50,50,160,2027,8308,8294,333,0,164,100,100,1,200,80,75,250,2028,8306,8294,500,0,0,0,0,1,200,100,100,300,372,682,683,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,"black asp",20,5,0,40,1,60,55,725.00,150,15,1000,0,30,85,0,0,0,0,5,0,0,0,0,0,0,0,0,0,377,378,23,2001,0,0,0,"This deadly serpent reaches nearly six feet in length, and has","powerful jaws that enable it to pierce armour to deliver its poison.","It is not truly evil, but attacks any creature that approaches. It is","best to be wary of this snake.",1,110,85,5,16,408,8307,8294,500,0,0,0,0,1,95,100,5,16,378,8307,8294,500,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,"giant scorpion",20,6,0,60,3,80,65,4000.00,400,40,1000,0,60,100,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1583,1584,0,2002,0,0,0,"This huge scorpion measures at least ten feet long, with shiny black","carapace and razor-sharp pincers. Its long, segmented tail holds a","deadly stinger that can punch through platemail with ease. It is a","vicious predator, attacking anything that comes near.",1,100,75,15,45,1584,8307,8294,666,0,0,0,0,1,99,100,15,70,1585,8307,8294,1000,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,"sandworm",20,8,0,45,2,50,58,1100.00,250,25,1000,0,36,100,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8238,2029,23,2002,0,0,0,"This long, sand-coloured worm is about two feet in diameter, and","moves with great speed through the desert. It is a natural predator,","burrowing quickly beneath its target and then striking upwards and","biting with its sharp teeth.",1,99,100,8,36,2029,8307,8294,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,"dustdevil",20,10,0,40,0,75,55,725.00,200,200,1000,0,999,9999,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2030,2031,2640,2002,0,0,0,"This whirling creature is shrouded in a man-sized tornado of sand.","Two burning red eyes can be seen glowing from within the whirlwind,","accompanied by a malevolent evil presence.",,1,105,50,8,32,2031,8307,8294,1000,0,0,0,0,2,715,100,100,15,1,1,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,"nomad",20,11,72,45,3,80,60,0.00,250,25,1000,5,40,100,0,0,3,0,0,1,0,0,0,0,0,20,0,0,2016,2033,2663,2000,0,0,0,"This peaceful nomad wanders the desert, simply seeking to live in","solitude. Ususally hired by merchants to transport objects from place","to place, he also sells water for those who are in dire need.",,1,200,75,5,18,2017,8297,8310,333,0,0,0,0,1,200,100,8,24,48,8297,8310,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,"saracen zealot",20,14,864,60,4,70,65,4000.00,350,35,1000,0,60,999,0,0,1,0,2,1,0,0,0,0,0,0,0,0,46,2036,2666,2000,0,0,0,"This fanatical saracen follows the tenet of his intolerant religion","with bloodthirsty fervor. A wild, insane light burns in his eyes,","which constantly look about as if searching for unbelievers.",,1,115,100,8,24,2036,8297,8310,333,0,66,25,20,0,0,0,0,0,8464,8297,8310,0,0,77,50,20,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,1,1,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,424,0,396,0,426,0,0,0,0,0,0,0,0,0,0,0,0
578,"saracen high priest",20,999,1174,75,1,90,75,450000.00,1000,100,1000,1,999,999,0,0,1,0,2,1,24,0,0,0,1,20,0,0,3378,2046,2668,0,0,0,0,"This wild-eyed old man has a long grey beard and a fierce demeanor.","Cleary quite insane, he has an overwhelming charisma, that when","combined with his extreme religious rhetoric, is effective in","converting people to his faith.",1,120,50,8,30,2046,8297,8310,333,0,251,25,50,2,721,100,90,45,8464,8297,8310,1000,0,253,50,50,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,1,100,1174,10,25,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,424,0,396,0,426,0,0,0,0,0,0,0,0,0,0,0,0
579,"spiny tentacle",20,20,0,20,1,75,60,1500.00,200,20,1000,0,9999,9999,50,0,3,0,2,0,0,0,0,0,0,0,0,0,2050,2051,0,0,0,0,0,"This long, gnarled tentacle is a dull green in colour, with thick","rubbery skin. Nasty-looking spines jut out along its length, and the","vicious maw at its tip gnashes needle-like teeth. A steaming liquid","drips from its mouth, causing the ground to pit and char.",1,99,75,15,60,2051,8306,8293,1000,0,0,0,0,2,722,100,100,20,1,1,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,"hideous abomination",20,999,0,50,2,100,70,300000.00,750,75,1000,1,9999,9999,20,0,3,0,2,0,12,0,0,0,0,0,0,0,66,2052,0,0,0,0,0,"This gargantuan beast is covered with thick, rubbery skin and","wickedly-curved spines. Many serpentine tentacles sprout from its","hunched back, and its eyeless head is wide and blunt-nosed. Its mouth","is filled with fangs and is large enough to swallow someone whole.",1,100,100,50,130,2052,8306,8293,1000,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,579,28,1,139,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,"stomach lining",20,9999,0,0,0,100,40,0.00,500,50,1000,1,9999,9999,100,0,3,0,2,0,0,0,0,0,0,0,0,0,66,66,0,0,0,725,0,"This is the lining of the stomach wall. The only way to escape from","this foul beast's stomach is by forcing it to spit you up!",,,1,0,1,0,0,66,66,66,1000,0,0,0,0,2,724,100,100,100,1,1,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,"jackal-headed warrior",20,3,1168,45,3,80,60,1500.00,250,25,1000,0,40,100,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2016,2058,2661,2000,0,0,0,"This tall, powerfully-built man is garbed in an ornate skirt and","sandals. His bare chest glistens with oils, and in one hand he wields","a heavy blade. However, instead of a normal head he has the head of","a vicious, snarling jackal!",1,105,80,5,18,2017,8297,8310,333,0,0,0,0,1,105,95,20,70,48,8297,8310,333,0,0,0,0,1,105,100,12,29,936,8297,8310,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
