"Number","Name","Desc A","Desc B","Desc C","Type","Min Lvl","Max Lvl","MarkUp","Class Limit","Item 0","Max 0","Normal 0","Regen Time 0","Regen Number0","Regen %0","Item 1","Max 1","Normal 1","Regen Time 1","Regen Number1","Regen %1","Item 2","Max 2","Normal 2","Regen Time 2","Regen Number2","Regen %2","Item 3","Max 3","Normal 3","Regen Time 3","Regen Number3","Regen %3","Item 4","Max 4","Normal 4","Regen Time 4","Regen Number4","Regen %4","Item 5","Max 5","Normal 5","Regen Time 5","Regen Number5","Regen %5","Item 6","Max 6","Normal 6","Regen Time 6","Regen Number6","Regen %6","Item 7","Max 7","Normal 7","Regen Time 7","Regen Number7","Regen %7","Item 8","Max 8","Normal 8","Regen Time 8","Regen Number8","Regen %8","Item 9","Max 9","Normal 9","Regen Time 9","Regen Number9","Regen %9","Item 10","Max 10","Normal 10","Regen Time 10","Regen Number10","Regen %10","Item 11","Max 11","Normal 11","Regen Time 11","Regen Number11","Regen %11","Item 12","Max 12","Normal 12","Regen Time 12","Regen Number12","Regen %12","Item 13","Max 13","Normal 13","Regen Time 13","Regen Number13","Regen %13","Item 14","Max 14","Normal 14","Regen Time 14","Regen Number14","Regen %14","Item 15","Max 15","Normal 15","Regen Time 15","Regen Number15","Regen %15","Item 16","Max 16","Normal 16","Regen Time 16","Regen Number16","Regen %16","Item 17","Max 17","Normal 17","Regen Time 17","Regen Number17","Regen %17","Item 18","Max 18","Normal 18","Regen Time 18","Regen Number18","Regen %18","Item 19","Max 19","Normal 19","Regen Time 19","Regen Number19","Regen %19"
95,"Gnome Alchemist","                                                   ","                                                   ","                                                   ",0,1,1,100,0,223,25,1,240,1,100,269,18,1,240,1,100,465,5,1,240,1,25,878,5,1,240,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,"Gnome Jeweler","                                                   ","                                                   ","                                                   ",0,1,1,100,0,881,100,1,240,1,100,882,100,1,240,1,100,883,100,1,240,1,100,884,100,1,240,1,100,885,100,1,240,1,100,886,100,1,240,1,100,887,50,1,240,1,100,888,50,1,240,1,100,889,50,1,240,1,100,890,50,1,240,1,100,891,50,1,240,1,100,892,25,1,240,1,50,893,25,1,240,1,50,894,25,1,240,1,50,433,3,1,240,1,5,0,0,0,0,0,0,435,3,1,240,1,5,436,3,1,240,1,5,164,25,1,240,1,100,165,25,1,240,1,100
97,"Gnomish Supplies","                                                   ","                                                   ","                                                   ",0,1,1,100,0,282,100,10,240,10,100,191,50,1,240,1,100,53,20,1,240,1,100,56,20,1,240,1,100,925,25,1,240,1,100,930,10,1,240,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,"Dwarven General Store","                                                   ","                                                   ","                                                   ",0,1,1,100,0,175,500,100,240,100,100,176,100,10,240,10,100,191,100,20,240,20,100,930,50,20,240,20,100,100,250,50,240,50,100,282,1000,100,240,100,100,283,250,50,240,50,100,936,50,5,240,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,"Dwarven Armoury","                                                   ","                                                   ","                                                   ",0,1,1,100,0,419,5,1,240,1,5,1857,5,1,240,1,5,1858,5,1,240,1,5,1859,5,1,240,1,5,1860,5,1,240,1,5,1861,5,1,240,1,5,1862,5,1,240,1,5,1863,5,1,240,1,5,423,5,1,240,1,10,62,10,1,240,1,10,60,10,1,240,1,10,1998,1,1,240,1,5,1996,5,1,240,1,5,444,10,1,240,1,10,418,5,1,240,1,10,850,10,1,240,1,10,846,25,1,240,1,10,931,5,0,0,0,0,852,5,0,0,0,0,845,5,0,0,0,0
100,"Dwarven Axe Store","                                                   ","                                                   ","                                                   ",0,1,1,100,0,71,100,10,240,10,100,75,100,10,240,10,100,81,100,10,240,10,100,568,20,1,240,1,100,226,5,1,240,1,10,868,10,1,240,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,"Dwarven Weapon Store","                                                   ","                                                   ","                                                   ",0,1,1,100,0,295,25,5,240,5,100,864,25,5,240,5,100,863,15,5,240,5,100,459,15,5,240,5,100,361,10,1,240,1,100,116,10,1,240,1,100,869,10,1,240,1,100,872,5,1,240,1,10,1467,5,1,240,1,10,1710,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,"Dwarven Clothing","                                                   ","                                                   ","                                                   ",0,1,1,100,0,9,100,10,240,10,100,20,100,10,240,10,100,2010,50,1,240,1,100,38,100,10,240,10,100,45,100,10,240,10,100,55,50,5,240,5,100,289,50,5,240,5,100,429,50,5,240,5,100,440,50,5,240,5,100,410,20,1,240,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,"Dwarven Leatherworks","                                                   ","                                                   ","                                                   ",0,1,1,100,0,12,50,5,240,5,100,23,50,5,240,5,100,33,50,5,240,5,100,41,50,5,240,5,100,49,50,5,240,5,100,53,50,5,240,5,100,56,50,5,240,5,100,414,10,1,240,1,100,847,5,1,240,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,"Dwarven Jeweler","                                                   ","                                                   ","                                                   ",0,1,1,100,0,892,100,10,240,10,100,893,100,10,240,10,100,894,100,10,240,10,100,895,50,5,240,5,100,896,50,5,240,5,100,897,50,5,240,5,100,898,50,5,240,5,100,899,25,1,240,1,100,900,25,1,240,1,100,901,25,1,240,1,100,902,10,1,240,1,25,903,10,1,240,1,25,904,10,1,240,1,25,905,10,1,240,1,25,433,5,1,240,1,1,0,0,0,0,0,0,435,5,1,240,1,1,436,5,1,240,1,1,0,0,0,0,0,0,0,0,0,0,0,0
105,"Dwarven Inn","                                                   ","                                                   ","                                                   ",0,1,1,100,0,924,1000,100,240,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,"Dwarven Tavern","                                                   ","                                                   ","                                                   ",0,1,1,100,0,290,1000,100,240,100,100,291,1000,100,240,100,100,292,1000,100,240,100,100,293,1000,100,240,100,100,294,1000,100,240,100,100,1161,1000,100,240,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,"Dwarven Trainer","                                                   ","                                                   ","                                                   ",8,12,30,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,"Leave this blank","                                                   ","                                                   ","                                                   ",0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,"Trap Shop","                                                   ","                                                   ","                                                   ",10,1,1,0,0,1004,100,100,100,100,100,1005,100,100,100,100,100,1006,100,100,100,100,100,1007,100,100,100,100,100,1070,100,100,100,100,100,1072,100,100,100,100,100,1074,100,100,100,100,100,1076,100,100,100,100,100,1078,100,100,100,100,100,1080,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,"Furniture Shop","                                                   ","                                                   ","                                                   ",10,1,1,0,0,1087,0,0,0,0,0,1088,0,0,0,0,0,1089,0,0,0,0,0,1090,0,0,0,0,0,1091,0,0,0,0,0,1092,0,0,0,0,0,1093,0,0,0,0,0,1094,0,0,0,0,0,1095,0,0,0,0,0,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,"Nekojin Village Store","                                                   ","                                                   ","                                                   ",0,1,1,100,0,72,20,1,240,1,100,105,45,1,240,1,100,275,30,1,240,1,100,283,100,10,240,10,100,175,100,10,240,10,100,286,50,5,240,5,100,191,40,5,240,5,100,1153,50,5,240,5,100,1169,15,0,0,0,0,1179,15,1,240,1,10,1156,1,0,0,0,0,1166,1,0,0,0,0,1167,1,0,0,0,0,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,"Nekojin Village Inn","                                                   ","                                                   ","                                                   ",0,1,1,100,0,924,100,100,240,100,100,1121,100,100,240,100,100,1120,100,100,240,100,100,293,100,100,240,100,100,1119,100,100,240,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,"Hydra Trainer","                                                   ","                                                   ","                                                   ",8,1,65,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,"Lost City Armour, Front Room","                                                   ","                                                   ","                                                   ",2,0,0,500,0,1192,10,2,400,2,5,1193,10,2,350,2,5,1222,2,1,450,1,3,1214,15,0,0,0,0,1215,15,0,0,0,0,1205,2,0,0,0,0,1197,1,0,0,0,0,1198,1,0,0,0,0,1199,1,0,0,0,0,1200,1,0,0,0,0,1844,10,2,400,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,"Lost City Armour, Back Room","                                                   ","                                                   ","                                                   ",2,0,0,300,0,1184,0,0,0,0,0,1218,3,1,500,1,2,1219,3,1,520,1,2,1251,2,1,400,1,3,1253,2,1,420,1,3,1225,5,0,0,0,0,1230,5,0,0,0,0,1205,15,0,0,0,0,15,10,2,200,2,15,25,10,2,200,2,15,289,10,1,200,1,15,429,5,1,200,1,15,440,5,1,200,1,15,2007,5,0,0,0,0,2008,5,0,0,0,0,2009,5,0,0,0,0,2010,5,1,200,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"Lost City Bank","                                                   ","                                                   ","                                                   ",7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,"Lost City Weapons, Front Room","                                                   ","                                                   ","                                                   ",1,0,0,500,0,1201,5,2,200,2,10,1202,3,1,500,1,5,1203,2,1,720,1,5,1191,3,0,0,0,0,1229,10,0,0,0,0,1207,2,0,0,0,0,1208,4,0,0,0,0,1211,0,0,0,0,0,1217,0,0,0,0,0,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,"Lost City Weapons, Back Room","                                                   ","                                                   ","                                                   ",1,0,0,300,0,1189,5,0,0,0,0,1190,10,2,100,2,10,1252,4,2,300,2,5,1254,2,1,350,1,1,1226,10,0,0,0,0,1246,5,0,0,0,0,1211,10,0,0,0,0,1182,3,1,100,1,2,1255,5,2,75,2,5,295,5,1,200,1,15,864,5,1,200,1,15,459,5,1,200,1,15,636,5,1,200,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"Lost City Hides Shop","                                                   ","                                                   ","                                                   ",2,0,0,400,0,0,0,0,0,0,0,1195,5,1,280,1,5,1196,2,1,300,1,2,1186,5,0,0,0,0,1227,3,0,0,0,0,1228,10,0,0,0,0,1232,10,0,0,0,0,1206,5,0,0,0,0,1209,10,0,0,0,0,1210,3,0,0,0,0,412,5,2,150,2,5,1262,5,0,0,0,0,12,10,2,200,2,15,23,10,2,200,2,15,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,"Lost City Jewlery Shop","                                                   ","                                                   ","                                                   ",2,0,0,400,0,1220,2,1,520,1,5,1221,2,1,550,1,5,1237,1,1,720,1,3,1238,1,1,700,1,3,1240,3,1,250,1,8,1223,2,1,600,1,5,1224,2,1,620,1,5,1187,10,0,0,0,0,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,"Lost City General Store","                                                   ","                                                   ","                                                   ",0,0,0,150,0,175,250,5,240,5,100,176,40,1,240,1,100,191,56,1,240,1,100,283,350,5,240,5,100,1233,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,"Floating Platform Store","                                                   ","                                                   ","                                                   ",0,0,0,200,0,1294,2,100,0,100,100,1293,5,24,1,24,100,452,5,24,1,24,100,85,5,24,1,24,100,73,10,24,1,24,100,691,10,8,1,8,100,1181,5,24,0,24,100,191,20,24,5,24,100,286,40,4,0,4,100,1289,0,0,0,0,0,1274,0,0,0,0,0,1261,0,0,0,0,0,1260,0,0,0,0,0,1068,1,480,1,480,2,1256,5,5,400,5,2,0,0,0,0,0,0,1235,0,0,0,0,0,1233,0,0,0,0,0,1234,0,0,0,0,0,0,0,0,0,0,0
123,"Gang Shop","                                                   ","                                                   ","                                                   ",11,1,1,0,0,175,20,0,1,0,0,1101,20,0,0,0,0,220,20,0,0,0,0,64,20,0,9999,3,0,0,20,0,0,3,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0
124,"Realm Deed Shop","                                                   ","                                                   ","                                                   ",12,1,9999,100,0,1008,1,0,0,0,0,1009,1,0,0,0,0,1010,1,0,0,0,0,1011,1,0,0,0,0,1012,1,0,0,0,0,1013,1,0,0,0,0,1014,1,0,0,0,0,1015,1,0,0,0,0,1016,1,0,0,0,0,1017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,"Gang Shop #125","                                                   ","                                                   ","                                                   ",11,1,1,0,0,0,30976,0,0,0,0,0,28531,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,"Gang Shop #126","                                                   ","                                                   ","                                                   ",11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,"Gang Shop #127","                                                   ","                                                   ","                                                   ",11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,"Gang Shop #128","                                                   ","                                                   ","                                                   ",11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,"Gang Shop #129","                                                   ","                                                   ","                                                   ",11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,"Gang Shop #130","                                                   ","                                                   ","                                                   ",11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,"Gang Shop #131","                                                   ","                                                   ","                                                   ",11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"Gang Shop #132","                                                   ","                                                   ","                                                   ",11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"Gang Shop #133","                                                   ","                                                   ","                                                   ",11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,"Gang Shop #134","                                                   ","                                                   ","                                                   ",11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,"Amazon trainer","                                                   ","                                                   ","                                                   ",8,31,52,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,"Gang Shop #136","                                                   ","                                                   ","                                                   ",11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,"Gang Shop #137","                                                   ","                                                   ","                                                   ",11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,"Gang Shop #138","                                                   ","                                                   ","                                                   ",11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,"Gang Shop #139","                                                   ","                                                   ","                                                   ",11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,"Gang Shop #140","                                                   ","                                                   ","                                                   ",11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
